Year,GL Business Unit,Reason Desc,IPS Code and Description,IT Org,Source Resource Category,Source Summ Resource Desc,Resource and Desc,Source Resource Description,Resource Code,Resource and Desc.2,Forecast Adjustment Reason,Month,Budget,Accounting Period,DateKey,Source,Owner Assigned Function of Project,Funding Project,Funding Project Description,Funding Project and Description,Custom Source Resource Code
2025,S0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Nov,0,11,20251101,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,S0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Oct,0,10,20251001,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,S0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Sep,0,9,20250901,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Apr,0,4,20250401,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Aug,0,8,20250801,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Dec,0,12,20251201,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jan,0,1,20250101,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jul,0,7,20250701,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jun,0,6,20250601,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Mar,0,3,20250301,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,May,0,5,20250501,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Nov,0,11,20251101,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Oct,0,10,20251001,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,TX000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Sep,0,9,20250901,Budget Report,IT: IT,F1PPIID845,Leave Mngmnt Implementation Project ,F1PPIID845: Leave Mngmnt Implementation Project ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Apr,0,4,20250401,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Aug,0,8,20250801,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Feb,0,2,20250201,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jan,0,1,20250101,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jul,0,7,20250701,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jun,0,6,20250601,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Mar,0,3,20250301,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,May,0,5,20250501,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Nov,0,11,20251101,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Oct,0,10,20251001,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,A0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Sep,0,9,20250901,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Apr,0,4,20250401,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Aug,0,8,20250801,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Feb,0,2,20250201,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jan,0,1,20250101,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jul,0,7,20250701,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Jun,0,6,20250601,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Mar,0,3,20250301,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,May,0,5,20250501,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Nov,0,11,20251101,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
2025,C0000,,,,,ADJ:1,ADJ,Adjustment Input,ADJ,Adjustment Input,,Oct,0,10,20251001,Budget Report,IT: IT,F1PPITFIAH,IT Infrastructure & Hosting Budget ,F1PPITFIAH: IT Infrastructure & Hosting Budget ,ADJ
